JILIN PROVINCE SCIENCE AND TECHNOLOGY DEVELOPMENT PLAN,JILIN PROVINCE CHINA
JILIN PROVINCIAL NATURAL SCIENCE FOUNDATION,JILIN PROVINCE CHINA
JOINT CENTER FOR ENERGY STORAGE RESEARCH AN ENERGY INNOVATION HUB  US DEPARTMENT OF ENERGY OFFICE OF SCIENCE BASIC ENERGY SCIENCES,US DEPARTMENT OF ENERGY
JSPS KAKENHI,JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE
JSPS KAKENHI GRANT,JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE
JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE GRANTS FOR SCIENTIFIC RESEARCH KAKENHI,JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE
KAKENHI,JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE
KEY LABORATORY OF MATERIALS DESIGN AND PREPARATION TECHNOLOGY OF HUNAN PROVINCE,HUNAN PROVINCE CHINA
KEY RESEARCH PROGRAM OF FRONTIER SCIENCES OF THE CHINESE ACADEMY OF SCIENCES,CHINESE ACADEMY OF SCIENCES
KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY KAUST,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY
KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY KAUSTKING ABDULLAH UNIVERSITY OF SCIENCE TECHNOLOGY,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY
KISTI,KISTI SUPERCOMPUTING CENTER
KNUT ALICE WALLENBERG FOUNDATION,KNUT AND ALICE WALLENBERG FOUNDATION
KOREA GOVERNMENT MEST,KOREAN MINISTRY OF EDUCATION SCIENCE AND TECHNOLOGY
KOREA INSTITUTE OF ENERGY TECHNOLOGY EVALUATION PLANNING KETEP,KOREA INSTITUTE OF ENERGY TECHNOLOGY EVALUATION PLANNING
KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KOREA INSTITUTE OF ENERGY TECHNOLOGY EVALUATION PLANNING
KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY INFORMATION,KOREA INSTITUTE OF ENERGY TECHNOLOGY EVALUATION PLANNING
KOREAN MINISTRY OF SCIENCE AND TECHNOLOGY,KOREA INSTITUTE OF ENERGY TECHNOLOGY EVALUATION PLANNING
KETEP,KOREA INSTITUTE OF ENERGY TECHNOLOGY EVALUATION PLANNING
LASERLABEUROPE EUROPEAN UNIONS HORIZON 2020 RESEARCH AND INNOVATION PROGRAMME,EUROPEAN UNION
MAJOR PROGRAM OF XINJIANG UYGUR AUTONOMOUS REGION OF CHINA DURING THE 13TH FIVEYEAR PLAN PERIOD,XINJIANG PROVINCE CHINA
MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER PROGRAM OF THE NATIONAL SCIENCE FOUNDATION,US NATIONAL SCIENCE FOUNDATION
MATERIALS SCIENCES AND ENGINEERING DIVISION OF THE OFFICE OF BASIC ENERGY SCIENCES US DEPARTMENT OF ENERGY DOE,US DEPARTMENT OF ENERGY
MEXT,MEXT JAPAN
MEXT JAPAN,MEXT JAPAN
MEXT JAPAN MINISTRY OF EDUCATION CULTURE SPORTS SCIENCE AND TECHNOLOGY JAPAN MEXT,MEXT JAPAN
MEXT OF JAPAN,MEXT JAPAN
MEXT PROGRAM ELEMENTS STRATEGY INITIATIVE TO FORM CORE RESEARCH CENTER,MEXT JAPAN
MICCOM US DEPARTMENT OF ENERGY OFFICE OF SCIENCE BASIC ENERGY SCIENCES MATERIALS SCIENCES AND ENGINEERING DIVISION THROUGH ARGONNE NATIONAL LABORATORY UNITED STATES DEPARTMENT OF ENERGY DOE,US DEPARTMENT OF ENERGY
MICINN,MICINN OF SPAIN
MINECO,MINECO OF SPAIN
MINECO OF SPAIN,MINECO OF SPAIN
MINECO FEDER GRANT,MINECO OF SPAIN
MINISTERIO DE CIENCIA E INNOVACION MICINN,MICINN OF SPAIN
MINISTERIO DE ECONOMIA Y COMPETITIVIDAD,MINECO OF SPAIN
MINISTERIO DE ECONOMIA Y COMPETITIVIDA MINECO OF THE SPANISH GOVERNMENT,MINECO OF SPAIN
MINISTERIO DE ECONOMIA Y COMPETITIVIDAD SPAIN,MINECO OF SPAIN
MINISTERO DELLUNIVERSITA E DELLA RICERCA MIUR,ITALIAN MIUR
MINISTERO DELLUNIVERSITA E DELLA RICERCA,ITALIAN MIUR
MINISTRY OF EDUCATION ACADEMIC RESEARCH FUND TIER 1 GRANTS,MINISTRY OF EDUCATION
MINISTRY OF EDUCATION CHINA,MINISTRY OF EDUCATION OF CHINA
MINISTRY OF EDUCATION CULTURE SPORTS SCIENCE AND TECHNOLOGY JAPAN,MEXT JAPAN
MINISTRY OF EDUCATION CULTURE SPORTS SCIENCE AND TECHNOLOGY JAPAN MEXT,MEXT JAPAN
MINISTRY OF EDUCATION CULTURE SPORTS SCIENCE AND TECHNOLOGY MEXT,MEXT JAPAN
MINISTRY OF EDUCATION SCIENCE AND TECHNOLOGICAL DEVELOPMENT MESTD OF THE REPUBLIC OF SERBIA,MESTD OF THE REPUBLIC OF SERBIA
MINISTRY OF EDUCATION SCIENCE AND TECHNOLOGICAL DEVELOPMENT OF THE REPUBLIC OF SERBIA,MESTD OF THE REPUBLIC OF SERBIA
MINISTRY OF EDUCATION SINGAPORE ACADEMIC RESEARCH FUND TIER 1,MINISTRY OF EDUCATION SINGAPORE
MINISTRY OF SCIENCE AND TECHNOLOGY OF THE REPUBLIC OF CHINA,MINISTRY OF SCIENCE AND TECHNOLOGY OF CHINA
MINISTRY OF SCIENCE AND TECHNOLOGY TAIWAN,MINISTRY OF SCIENCE AND TECHNOLOGY OF TAIWAN
MIUR,ITALIAN MIUR
MOE,MINISTRY OF EDUCATION
MOST,MINISTRY OF SCIENCE AND TECHNOLOGY OF CHINA
MOST 973 PROJECT,973 PROJECT OF CHINA
MOST OF CHINA,MINISTRY OF SCIENCE AND TECHNOLOGY OF CHINA
MOST PROJECT OF CHINA,MINISTRY OF SCIENCE AND TECHNOLOGY OF CHINA
MRSEC PROGRAM AT THE MATERIALS RESEARCH CENTER,MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER
NANOMATERIAL TECHNOLOGY DEVELOPMENT PROGRAM THROUGH THE NATIONAL RESEARCH FOUNDATION OF KOREA NRF MINISTRY OF SCIENCE ICT AND FUTURE PLANNING,MINISTRY OF SCIENCE ICT AND FUTURE PLANNING OF KOREA
NATIONAL 973 PROJECTS OF CHINA,973 PROJECT OF CHINA
NATIONAL BASIC RESEARCH PROGRAM OF CHINA 973 PROGRAM,973 PROJECT OF CHINA
NCTS,NATIONAL BASIC RESEARCH PROGRAM OF CHINA
NDSEG FELLOWSHIP,NATIONAL DEFENSE SCIENCE AND ENGINEERING GRADUATE
NDSEG,NATIONAL DEFENSE SCIENCE AND ENGINEERING GRADUATE
NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER DOE,NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER
NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER NERSC,NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER
NERSC,NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER
NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER NERSC A US DEPARTMENT OF ENERGY OFFICE OF SCIENCE USER FACILITY,NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER
NATIONAL FUND FOR FOSTERING TALENTS OF BASIC SCIENCE,NATIONAL FOUNDATION FOR FOSTERING TALENTS OF BASIC SCIENCE
NATIONAL GRAND FUNDAMENTAL RESEARCH 973 PROGRAM OF CHINA,973 PROJECT OF CHINA
NATIONAL KEY BASIC RESEARCH PROGRAM,NATIONAL BASIC RESEARCH PROGRAM OF CHINA
NATIONAL KEY BASIC RESEARCH PROGRAM OF CHINA,NATIONAL BASIC RESEARCH PROGRAM OF CHINA
NATIONAL KEY PROJECT FOR BASIC RESEARCH OF CHINA,NATIONAL BASIC RESEARCH PROGRAM OF CHINA
NATIONAL KEY RD PROGRAM OF CHINA,NATIONAL RESEARCH AND DEVELOPMENT PROGRAM OF CHINA
NATIONAL KEY RESEARCH AND DEVELOPMENT PLAN,NATIONAL RESEARCH AND DEVELOPMENT PROGRAM OF CHINA
NATIONAL KEY RESEARCH AND DEVELOPMENT PROGRAM OF CHINA,NATIONAL RESEARCH AND DEVELOPMENT PROGRAM OF CHINA
NATIONAL KEY RESEARCH PROGRAMME OF CHINA,NATIONAL RESEARCH AND DEVELOPMENT PROGRAM OF CHINA
NATIONAL KEY RESEARCH PROJECT,RESEARCH AND DEVELOPMENT PROGRAM OF CHINA
NATIONAL NATURAL SCIENCE FOUNDATION OF CHINA,RESEARCH AND DEVELOPMENT PROGRAM OF CHINA
NATIONAL NATURAL SCIENCE FOUNDATION OF GUANGDONG PROVINCE,GUANGDONG PROVINCE CHINA
NATIONAL NUCLEAR RD PROGRAM THROUGH THE NATIONAL RESEARCH FOUNDATION OF KOREA NRF,THE NATIONAL RESEARCH FOUNDATION OF KOREA NRF
NATIONAL NUCLEAR SECURITY ADMINISTRATION OF US DEPARTMENT OF ENERGY,US DEPARTMENT OF ENERGY
NATIONAL PROGRAM FOR SUPPORT OF TOPNOTCH YOUNG PROFESSIONAL EXTERNAL COOPERATION PROGRAM OF BIC CAS,CHINESE ACADEMY OF SCIENCES
NATIONAL RESEARCH FOUNDATION OF KOREA KOREAN GOVERNMENT,THE NATIONAL RESEARCH FOUNDATION OF KOREA NRF
NATIONAL RESEARCH FOUNDATION OF KOREA NRF  KOREA GOVERNMENT MSIP,MINISTRY OF SCIENCE ICT AND FUTURE PLANNING OF KOREA
NATIONAL RESEARCH FOUNDATION OF KOREA NRF  MINISTRY OF SCIENCE ICT FUTURE PLANNING,MINISTRY OF SCIENCE ICT AND FUTURE PLANNING OF KOREA
NATIONAL RESEARCH FOUNDATION OF KOREA NRF GRANT KOREA GOVERNMENT MEST,KOREAN MINISTRY OF EDUCATION SCIENCE AND TECHNOLOGY
NATIONAL SCIENCE CENTRE POLAND,NATIONAL SCIENCE CENTRE OF POLAND
NATIONAL SCIENCE FOUNDATION,US NATIONAL SCIENCE FOUNDATION
NATIONAL SCIENCE FOUNDATION DIVISION OF MATERIALS RESEARCH,US NATIONAL SCIENCE FOUNDATION
NATIONAL SCIENCE FOUNDATION GRADUATE RESEARCH FELLOWSHIP,US NATIONAL SCIENCE FOUNDATION
NATIONAL SCIENCE FOUNDATION GRADUATE RESEARCH FELLOWSHIP PROGRAM,US NATIONAL SCIENCE FOUNDATION
NATIONAL SCIENCE FOUNDATION NSF THROUGH THE NEBRASKA MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER MRSEC,MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER
NATIONAL SCIENCE FOUNDATION THROUGH THE MRSEC PROGRAM,MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER
NATURAL FOUNDATION OF ZHEJIANG PROVINCE CHINA,ZHEJIANG PROVINCE CHINA
NATURAL SCIENCE AND ENGINEERING RESEARCH COUNCIL OF CANADA NSERC,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA
NSERC,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA
NATURAL SCIENCE BASIC RESEARCH PLAN IN SHAANXI PROVINCE OF CHINA,SHAANXI PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF CHONGQING,CHONGQING PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF FUJIAN PROVINCE OF CHINA,FUJIAN PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF GUANGXI,GUANGXI PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF HEBEI,HEBEI PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF HEBEI PROVINCE,HEBEI PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF HUBEI PROVINCE,HUBEI PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF HUBEI PROVINCE CHINA,HUBEI PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF HUNAN PROVINCE,HUNAN PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF HUNAN PROVINCE CHINA,HUNAN PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF JIANGSU PROVINCE,JIANGSU PROVINCE CHINA
JIANGSU PLANNED PROJECTS FOR POSTDOCTORAL RESEARCH FUNDS,JIANGSU PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF JILIN PROVINCE,JILIN PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF SHAANXI PROVINCE,SHAANXI PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF SHANDONG PROVINCE,SHANDONG PROVINCE CHINA
NATURAL SCIENCE FOUNDATION OF XINJIANG UYGUR AUTONOMOUS REGION OF CHINA,XINJIANG PROVINCE CHINA
NATURAL SCIENCE FUND FOR DISTINGUISHED YOUNG SCHOLARS OF SHANDONG PROVINCE,SHANDONG PROVINCE CHINA
NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL NSERC OF CANADA,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL OF CANADA
NATURE SCIENCE FOUNDATION OF CHINA,NATIONAL NATURAL SCIENCE FOUNDATION OF CHINA
NATURE SCIENCE FOUNDATION OF FUJIAN PROVINCE,FUJIAN PROVINCE OF CHINA
NATURE SCIENCE FOUNDATION OF JIANGSU PROVINCE,JIANGSU PROVINCE CHINA
NERSC,NATIONAL ENERGY RESEARCH SCIENTIFIC COMPUTING CENTER
NETHERLANDS ORGANIZATION FOR SCIENTIFIC RESEARCH NWO,NETHERLANDS ORGANIZATION FOR SCIENTIFIC RESEARCH
NIGMS NIH HHS,NATIONAL INSTITUTES OF HEALTH
NIH,NATIONAL INSTITUTES OF HEALTH
NNSFC,NATIONAL NATURAL SCIENCE FOUNDATION OF CHINA
NRF,THE NATIONAL RESEARCH FOUNDATION OF KOREA NRF
NSERC,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL CANADA
NSERC CANADA,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL CANADA
NSERC OF CANADA,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL CANADA
NSF,US NATIONAL SCIENCE FOUNDATION
NSF FOR DISTINGUISHED YOUNG SCHOLARS OF FUJIAN PROVINCE,FUJIAN PROVINCE OF CHINA
NSF GRADUATE RESEARCH FELLOWSHIPS PROGRAM,NSF GRADUATE RESEARCH FELLOWSHIP
NSF MRSEC,MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER
NSF MRSEC PROGRAM,MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER
NSF OF CHINA,NATIONAL SCIENCE FOUNDATION OF CHINA
NSFC,NATIONAL SCIENCE FOUNDATION OF CHINA
NSFC OF CHINA,NATIONAL SCIENCE FOUNDATION OF CHINA
NSFMRSEC,MATERIALS RESEARCH SCIENCE AND ENGINEERING CENTER
NWO,NETHERLANDS ORGANIZATION FOR SCIENTIFIC RESEARCH
NWO THE NETHERLANDS ORGANISATION FOR SCIENTIFIC RESEARCH,NETHERLANDS ORGANIZATION FOR SCIENTIFIC RESEARCH
OFFICE OF ADVANCED SCIENTIFIC COMPUTING RESEARCH,US DEPARTMENT OF ENERGY
OFFICE OF BIOLOGICAL AND ENVIRONMENTAL RESEARCH,US DEPARTMENT OF ENERGY
OFFICE OF ENERGY RESEARCH OFFICE OF BASIC ENERGY SCIENCES CHEMICAL SCIENCE DIVISION OF THE US DEPARTMENT OF ENERGY,US DEPARTMENT OF ENERGY
OFFICE OF NAVAL RESEARCH GRANTS ONR,OFFICE OF NAVAL RESEARCH
OFFICE OF NAVAL RESEARCH THROUGH THE NAVAL RESEARCH LABORATORYS BASIC RESEARCH PROGRAM,OFFICE OF NAVAL RESEARCH
OFFICE OF SCIENCE OF THE DOE,US DEPARTMENT OF ENERGY
OFFICE OF SCIENCE OF THE US DEPARTMENT OF ENERGY,US DEPARTMENT OF ENERGY
OFFICE OF SCIENCE OF THE US DOE,US DEPARTMENT OF ENERGY
OFFICE OF SCIENCE OFFICE OF BASIC ENERGY SCIENCES OF THE US DEPARTMENT OF ENERGY,US DEPARTMENT OF ENERGY
ONR,OFFICE OF NAVAL RESEARCH
MINISTRY OF RESEARCH AND INNOVATION ONTARIO,ONTARIO MINISTRY OF RESEARCH AND INNOVATION
PHD PROGRAMS FOUNDATION OF MINISTRY OF EDUCATION OF CHINA,MINISTRY OF EDUCATION OF CHINA
POLISH NATIONAL SCIENCE CENTRE,POLISH NATIONAL SCIENCE CENTER
POLISH NATIONAL SCIENCE CENTRE NCN,POLISH NATIONAL SCIENCE CENTER
PORTUGUESE FUNDACAO PARA A CIENCIA E A TECNOLOGIA FCT UNDER THE CIENCIA PROGRAM,PORTUGUESE FUNDACAO PARA A CIENCIA E A TECNOLOGIA
PRAEMIUM ACADEMIAE ACADEMY OF SCIENCES OF THE CZECH REPUBLIC,CZECH ACADEMY OF SCIENCES
PRIORITY ACADEMIC PROGRAM DEVELOPMENT OF JIANGSU HIGHER EDUCATION INSTITUTIONS PAPD,PRIORITY ACADEMIC PROGRAM DEVELOPMENT OF JIANGSU HIGHER EDUCATION INSTITUTIONS
PAPD,PRIORITY ACADEMIC PROGRAM DEVELOPMENT OF JIANGSU HIGHER EDUCATION INSTITUTIONS
PROGRAM FOR CHANGJIANG SCHOLARS AND INNOVATIVE RESEARCH TEAM IN UNIVERSITY,PROGRAM FOR CHANGJIANG SCHOLARS AND INNOVATIVE RESEARCH TEAM IN UNIVERSITY
PROGRAM FOR CHANGJIANG SCHOLARS AND INNOVATIVE RESEARCH TEAM IN UNIVERSITY CHINA,PROGRAM FOR CHANGJIANG SCHOLARS AND INNOVATIVE RESEARCH TEAM IN UNIVERSITY
PROGRAM FOR CHANGJIANG SCHOLARS INNOVATIVE RESEARCH TEAM IN UNIVERSITY,PROGRAM FOR CHANGJIANG SCHOLARS AND INNOVATIVE RESEARCH TEAM IN UNIVERSITY
PROGRAM FOR INNOVATIVE RESEARCH TEAM IN SCIENCE AND TECHNOLOGY IN UNIVERSITY OF HENAN PROVINCE,HENAN PROVINCE CHINA
PROGRAM FOR NEW CENTURY EXCELLENT TALENTS IN UNIVERSITY,MINISTRY OF EDUCATION OF CHINA
PROGRAM FOR NEW CENTURY EXCELLENT TALENTS IN UNIVERSITY OF MOE OF CHINA,MINISTRY OF EDUCATION OF CHINA
PROGRAM FOR SCIENCE AND TECHNOLOGY INNOVATION TALENTS IN UNIVERSITIES OF THE HENAN PROVINCE,HENAN PROVINCE CHINA
PROGRAM OF CHINA SCHOLARSHIP COUNCIL,CHINA SCHOLARSHIP COUNCIL
PROGRAM OF INTERNATIONAL ST COOPERATION,INTERNATIONAL SCIENCE AND TECHNOLOGY COOPERATION PROGRAM OF CHINA
PROGRAM OF INTRODUCING TALENTS OF DISCIPLINE TO UNIVERSITIES CHINA 111 PROJECT,111 PROJECT OF CHINA
RESEARCH DEVELOPMENT OPERATIONAL PROGRAMME ERDF,EUROPEAN REGIONAL DEVELOPMENT FUND
RESEARCH FUND FOR THE DOCTORAL PROGRAM OF HIGHER EDUCATION,SPECIALIZED RESEARCH FUND FOR THE DOCTORAL PROGRAM OF HIGHER EDUCATION OF CHINA
RESEARCH GRANTS COUNCIL OF HONG KONG SAR,RESEARCH GRANTS COUNCIL OF THE HONG KONG SPECIAL ADMINISTRATIVE REGION CHINA
RESEARCH GRANTS COUNCIL OF THE HONG KONG SARHONG KONG RESEARCH GRANTS COUNCIL,RESEARCH GRANTS COUNCIL OF THE HONG KONG SPECIAL ADMINISTRATIVE REGION CHINA
RESEARCH GRANTS COUNCIL OF THE HONG KONG SPECIAL ADMINISTRATION REGION CHINA,RESEARCH GRANTS COUNCIL OF THE HONG KONG SPECIAL ADMINISTRATIVE REGION CHINA
RFBR,RUSSIAN FOUNDATION FOR BASIC RESEARCH
ROBERT A WELCH FOUNDATION,WELCH FOUNDATION
ROBERT BOSCH GMBH,GMBH
ROYAL SOCIETY THROUGH A ROYAL SOCIETY WOLFSON RESEARCH MERIT AWARD,ROYAL SOCIETY
ROYAL SOCIETY OF LONDON,ROYAL SOCIETY
RUSSIAN FOUNDATION FOR BASIC RESEARCH RFBR,RUSSIAN FOUNDATION FOR BASIC RESEARCH
RUSSIAN SCIENCE FOUNDATION RSF,RUSSIAN FOUNDATION FOR BASIC RESEARCH
RUSSIAN SCIENTIFIC FOUNDATION,RUSSIAN FOUNDATION FOR BASIC RESEARCH
SAINT PETERSBURG STATE UNIVERSITY SPBU,SAINT PETERSBURG STATE UNIVERSITY
SPBU,SAINT PETERSBURG STATE UNIVERSITY
SALZGITTER MANNESMANN FORSCHUNG GMBH,GMBH
SCIENCE AND ENGINEERING RESEARCH BOARD SERB,DEPARTMENT OF SCIENCE AND TECHNOLOGY INDIA
SCIENCE AND ENGINEERING RESEARCH BOARD SERB GOVT OF INDIA,DEPARTMENT OF SCIENCE AND TECHNOLOGY INDIA
SCIENCE TECHNOLOGY COMMISSION OF SHANGHAI MUNICIPALITY STCSM,SCIENCE AND TECHNOLOGY COMMISSION OF SHANGHAI MUNICIPALITY
SCIENCE AND TECHNOLOGY DEVELOPMENT PLANNING OF JILIN PROVINCE,JILIN PROVINCE CHINA
SCIENCE TECHNOLOGY FACILITIES COUNCIL STFC,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL OF THE UNITED KINGDOM
SCIENCE AND TECHNOLOGY FOUNDATION OF CHINA ACADEMY OF ENGINEERING PHYSICS CAEP,CHINA ACADEMY OF ENGINEERING PHYSICS
SCIENCE FOUNDATION IRELAND,SCIENCE FOUNDATION OF IRELAND
SCIENTIFIC AND TECHNICAL RESEARCH COUNCIL OF TURKEY TUBITAK,SCIENTIFIC AND TECHNOLOGICAL RESEARCH COUNCIL OF TURKEY
SCIENTIFIC AND TECHNOLOGICAL RESEARCH COUNCIL OF TURKEY TUBITAK,SCIENTIFIC AND TECHNOLOGICAL RESEARCH COUNCIL OF TURKEY
SCIENTIFIC AND TECHNOLOGICAL RESEARCH PROGRAM OF THE CHONGQING MUNICIPAL EDUCATION COMMISSION,CHONGQING PROVINCE CHINA
SCIENTIFIC DISCOVERY THROUGH ADVANCED COMPUTING SCIDAC PROGRAM  US DEPARTMENT OF ENERGY OFFICE OF SCIENCE ADVANCED SCIENTIFIC COMPUTING RESEARCH AND BASIC ENERGY SCIENCES,US DEPARTMENT OF ENERGY
SCIENTIFIC RESEARCH FOUNDATION OF GUANGXI UNIVERSITY CHINA,GUANGXI PROVINCE CHINA
SCIENTIFIC RESEARCH FOUNDATION OF THE EDUCATION BUREAU OF HUNAN PROVINCE CHINA,HUNAN PROVINCE CHINA
SCIENTIFIC RESEARCH FUND OF HUNAN PROVINCIAL EDUCATION DEPARTMENT,HUNAN PROVINCE CHINA
SCIENTIFIC USER FACILITIES DIVISION OFFICE OF BASIC ENERGY SCIENCES U S DEPARTMENT OF ENERGY,US DEPARTMENT OF ENERGY
SCIENTIFIC USER FACILITIES DIVISION OFFICE OF BASIC ENERGY SCIENCES US DEPARTMENT OF ENERGY,US DEPARTMENT OF ENERGY
SHANDONG PROVINCE NATURAL SCIENCE FOUNDATION OF CHINA,SHANDONG PROVINCE CHINA
SHANDONG PROVINCIAL NATURAL SCIENCE FOUNDATION CHINA,SHANDONG PROVINCE CHINA
SHANGHAI COMMITTEE OF SCIENCE AND TECHNOLOGY CHINA,SCIENCE AND TECHNOLOGY COMMISSION OF SHANGHAI MUNICIPALITY
SHANGHAI MUNICIPAL EDUCATION COMMISSION,SCIENCE AND TECHNOLOGY COMMISSION OF SHANGHAI MUNICIPALITY
SINGAPORE NATIONAL RESEARCH FOUNDATION UNDER NRF RF AWARD,SINGAPORE NATIONAL RESEARCH FOUNDATION
SOFT AND HYBRID NANOTECHNOLOGY EXPERIMENTAL SHYNE RESOURCE NSF,US NATIONAL SCIENCE FOUNDATION
SPANISH GOVERNMENT MEC,MINECO OF SPAIN
SPANISH GOVERNMENT MINISTERIO DE ECONOMIA Y COMPETITIVIDAD,MINECO OF SPAIN
SPANISH MEC,MINISTRY OF EDUCATION AND SCIENCE OF SPAIN
SPANISH MICINN,MICINN OF SPAIN
SPANISH MINECO,MINECO OF SPAIN
SPANISH MINISTERIO DE CIENCIA E INNOVACION,MICINN OF SPAIN
SPANISH MINISTERIO DE CIENCIA E INNOVACION MICINN,MICINN OF SPAIN
SPANISH MINISTERIO DE ECONOMIA Y COMPETITIVIDAD,MINECO OF SPAIN
SPANISH MINISTERIO DE EDUCACION Y CIENCIA,MINISTRY OF EDUCATION AND SCIENCE OF SPAIN
SPANISH MINISTERIO DE EDUCACION Y CIENCIA MEC FPU FELLOWSHIP,MINISTRY OF EDUCATION AND SCIENCE OF SPAIN
SPANISH MINISTRY OF ECONOMY AND COMPETITIVENESS,MINECO OF SPAIN
SPANISH MINISTRY OF ECONOMY AND COMPETITIVENESS MINECO,MINECO OF SPAIN
SPANISH MINISTRY OF EDUCATION AND SCIENCE,MINISTRY OF EDUCATION AND SCIENCE OF SPAIN
SPANISH MINISTRY OF SCIENCE AND INNOVATION,MICINN OF SPAIN
SPANISH MINISTRY OF SCIENCE AND INNOVATION GRANTS,MICINN OF SPAIN
SPANISH MINISTRY OF SCIENCE AND TECHNOLOGY,SPANISH MINISTRY OF SCIENCE AND TECHNOLOGY
SPECIAL FUNDS FOR MAJOR STATE BASIC RESEARCH,NATIONAL BASIC RESEARCH PROGRAM OF CHINA
SPECIAL FUNDS FOR MAJOR STATE BASIC RESEARCH PROJECT OF CHINA 973,973 PROJECT OF CHINA
SPECIAL PROGRAM FOR APPLIED RESEARCH ON SUPER COMPUTATION OF THE NSFC GUANGDONG JOINT FUND,GUANGDONG PROVINCE CHINA
SPECIAL PROGRAM FOR APPLIED RESEARCH ON SUPER COMPUTATION OF THE NSFC GUANGDONG JOINT FUND THE SECOND PHASE,GUANGDONG PROVINCE CHINA
SPECIAL PROGRAM FOR APPLIED RESEARCH ON SUPER COMPUTATION OF THE NSFC GUANGDONG PROVINCE JOINT FUND THE SECOND PHASE,GUANGDONG PROVINCE CHINA
SPECIALIZED RESEARCH FUND FOR THE DOCTORAL PROGRAM OF HEBEI PROVINCE,HEBEI PROVINCE CHINA
SPECIALIZED RESEARCH FUND FOR THE DOCTORAL PROGRAM OF HIGHER EDUCATION,SPECIALIZED RESEARCH FUND FOR THE DOCTORAL PROGRAM OF HIGHER EDUCATION OF CHINA
SRFDP,SPECIALIZED RESEARCH FUND FOR THE DOCTORAL PROGRAM OF HIGHER EDUCATION OF CHINA
START PROJECT OF THE AUSTRIAN SCIENCE FUND FWF,AUSTRIAN SCIENCE FUND
STATE KEY DEVELOPMENT FOR BASIC RESEARCH OF CHINA,NATIONAL BASIC RESEARCH PROGRAM OF CHINA
STATE KEY LABORATORY OF SOLIDIFICATION PROCESSING IN NWPU,STATE KEY LABORATORY OF SOLIDIFICATION PROCESSING IN NWPU
STATE OF ILLINOIS THROUGH THE IIN,INTERNATIONAL INSTITUTE FOR NANOTECHNOLOGY
STINT,SWEDISH FOUNDATION FOR INTERNATIONAL COOPERATION IN RESEARCH AND HIGHER EDUCATION
STRATEGIC PRIORITY RESEARCH PROGRAM B OF THE CHINESE ACADEMY OF SCIENCES,CHINESE ACADEMY OF SCIENCES
STRATEGIC PRIORITY RESEARCH PROGRAM OF THE CHINESE ACADEMY OF SCIENCES,CHINESE ACADEMY OF SCIENCES
SWEDISH ENERGY AGENCY ENERGIMYNDIGHETEN STEM ESSENCE,SWEDISH ENERGY AGENCY
